exercise_name,exercise_url,muscle_categories,overview,instructions,tips,video_embed_url,video_thumbnail_url,video_description,video_upload_date,equipment_required,exercise_type,experience_level,force_type,mechanics,secondary_muscles,target_muscle_group
Barbell Bench Press Video Exercise Guide,https://www.muscleandstrength.com/exercises/barbell-bench-press.html,Barbell Exercises | Chest | Compound Exercises,"The barbell bench press is a classic exercise popular among all weight lifting circles. From bodybuilders to powerlifters, the bench press is a staple chest exercise in nearly every workout program. For powerlifters, it is known as one of the “big three” lifts which includes the squat, deadlift, and bench press. For athletes, 1 rep max on bench press is a good indicator for on field/court performance. And for bodybuilders, the bench press is a compound exercise that targets many of the muscles in your upper body. By performing the bench press, you primarily work your pectoralis major (your chest). Other muscles which assist in moving the barbell during a bench press are other muscles of the chest, triceps, and shoulders. Not everyone is built to perform the traditional barbell bench press, so several variations have been created to ensure people can train this crucial movement pattern in a safe and comfortable way. Some of these variations include: Incline bench press Decline bench press , Dumbbell bench press Dumbbell incline bench press Dumbbell decline bench press Smith machine bench press Those with shoulder injuries can also utilize many of the alternative barbells out there that place less pressure on the shoulder to bench press. Some of these variations include hex bar bench press, football bar bench press, and Swiss bar bench press.","Lie flat on a bench and set your hands just outside of shoulder width. | Set your shoulder blades by pinching them together and driving them into the bench. | Take a deep breath and allow your spotter to help you with the lift off in order to maintain tightness through your upper back. | Let the weight settle and ensure your upper back remains tight after lift off. | Inhale and allow the bar to descend slowly by unlocking the elbows. | Lower the bar in a straight line to the base of the sternum (breastbone) and touch the chest. | Push the bar back up in a straight line by pressing yourself into the bench, driving your feet into the floor for leg drive, and extending the elbows. | Repeat for the desired number of repetitions.","Technique first, weight second - no one cares how much you bench if you get injured. Keep the bar in line with your wrist and elbows and ensure it travels in a straight line. In order to keep the wrist straight, try to position the bar as low in the palm as possible while still being able to wrap the thumb. If you want to keep more tension through the triceps and chest, stop each repetition just short of lockout at the top. Don’t worry about tucking the elbows excessively, much of this advice is from geared lifters using suits. A slight tuck on the way down may be advisable for some lifters but other lifters can use an excellent cue from Greg Nuckols that will accomplish the same thing: “Flare and push”. Arching may be advisable depending upon your goals but ensure that most of the arch comes from the mid to upper back and not your lower back. If your lower back is cramping as you set up for the lift, you’re out of position and putting yourself at risk for potential injury. The bar should touch your chest with every single repetition. If you want to overload specific ranges of motion, look into board presses or accommodating resistance with chains or bands. As the bar descends, aim for your sternum (breastbone) or slightly below depending upon the length of your upper arm in order to promote a linear bar path. Intermediate and advanced lifters may use a thumbless or “suicide” grip but for the majority of lifters, it would be wiser to learn how to bench with the thumb wrapped around the bar at first. Fight to the urge to allow the wrists to roll back into extension, think about rolling your knuckles toward the ceiling. Experiment with grip width - if your have longer arms you may need to use a slightly wider grip. However, if you’re feeling pressure in the front of the shoulder during the exercise, you may need to widen your grip, improve scapular retraction, or slightly lessen the range of motion via exercises such as floor or board presses. Squeeze the bar as tightly as possible to help enhance shoulder stability. Some lifters prefer to tuck their toes while other prefer to keep the feet flat in order to optimize leg drive - experiment with both and see which one feels and allows for greater power production. Ensure the shoulder blades remain retracted and don’t allow them to change position as you press. The bar should descend under control and touch the lifter’s chest - no bouncing or excess momentum. Think about trying to push yourself away from the bar instead of pushing the bar off of you. Tightness through the upper back should be one of your main priorities throughout the course of the lift. Ideally, use a spotter to help assist with the lift off in order to maintain tension through the upper back. Keep the feet quiet throughout the lift and utilize leg drive by pushing your feet into the floor and squeezing your glutes to stabilize the pelvis. Focus on pulling the bar apart or trying to “bend the bar” in order to activate some of the intrinsic stabilizers in the shoulder. The glutes and shoulder blades should maintain contact with the bench throughout the entirety of the movement. If you want to learn more about about the intricacies of benching, Dave Tate’s benching bible is a great place to start.",https://www.youtube.com/embed/tuwHzzPdaGc?rel=0,https://i.ytimg.com/vi/tuwHzzPdaGc/maxresdefault.jpg,Barbell Bench Press instruction video & exercise guide! Learn how to do barbell bench press using correct technique for maximum results!,2009-09-16,Barbell,Strength,Intermediate,Push (Bilateral),Compound,"Shoulders, Triceps",Chest
Barbell Box Squat Video Exercise Guide,https://www.muscleandstrength.com/exercises/squat-to-bench.html,Barbell Exercises | Compound Exercises | Quads,,"Set up for the bench squat by setting the barbell to just below shoulder height and loading the weight you want to use. | Move a flat bench between the rack so that one end is underneath the barbell. | Stand under the bar with your feet at about shoulder width apart on either side of the bench. | Position the bar so that it is resting on the muscles on the top of your back, not on the back of your neck. The bar should feel comfortable. If it doesn't, try adding some padding to the bar. | Now take your hands over the back and grip the bar with a wide grip for stability. | You should now bend at the knees and straighten your back in preparation to take the weight off the rack. | Keeping your back straight and eyes up, push up through the legs and take the weight off the rack. | Take a small step back and stabilize yourself. | Keeping your eyes facing forwards, slowly lower your body down. | Don't lean forward as you come down. Your buttocks should come out and drop straight down. | Squat down until your buttocks touches the bench, and then slowly raise your body back up by pushing through your heels. Do not ""rest"" on the bench! | Do not lock the knees out when you stand up, and then repeat the movement. | Rounding the lower back: It's crucially important that you keep a straight back when you squat! You can ensure your back is straight by keeping eyes facing forward, chest out, shoulder blades back, and back arched. Keep your core muscles tensed throughout the movement to help hold your back in place. | Pushing from the balls of your feet: This puts unnecessary straight on joints and tendons. Always push up through your heels. Curling up your toes can help you get the technique right. | Leaning forward: This happens when your hip move up faster than your shoulders. To prevent this, keep the rep timing slow and controlled and stick your buttocks out as you go down. | Knees come too far forward: When you squat down your hips should be dropping straight down, not coming forward. Using a light weight, perfect your form standing side on to a mirror. | Not squatting deep enough: Using squats to their full potential requires squatting down at least until your thighs are around parallel to the floor. | Knees in or out: Don't point your knees in or out when you're lowering or pushing the weight. This puts unnecessary strain on the knee joints. | Looking down: As soon as you look down your back rounds, simple as that.",,https://player.vimeo.com/video/877885718?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479,https://i.ytimg.com/vi//maxresdefault.jpg,Squat To Bench instruction video & exercise guide! Learn how to do squat to bench using correct technique for maximum results!,2009-09-16,Barbell,Strength,Intermediate,Push,Compound,"Calves, Glutes, Hamstrings, Lower Back",Quads
Barbell Bulgarian Split Squat Video Exercise Guide,https://www.muscleandstrength.com/exercises/one-leg-barbell-squat.html,Barbell Exercises | Compound Exercises | Quads,,"Set up for the one leg barbell squat by placing a flat bench directly behind a squat rack. Set the barbell to just below shoulder height and loading the weight you want to use. | Stand under the bar with your feet at about shoulder width apart. | Position the bar so that it is resting on the muscles on the top of your back, not on the back of your neck. The bar should feel comfortable. If it doesn't, try adding some padding to the bar. | Now take your hands over the back and grip the bar with a wide grip for stability. | You should now bend at the knees and straighten your back in preparation to take the weight off the rack. Keeping your back straight and eyes up, push up through the legs and take the weight off the rack. | Take a small step back and stabilize yourself. Now carefully extend your right leg behind you and place the top of your foot securely on the bench. | Keeping your eyes facing forwards slowly lower your body down by bending at the left knee. | Don't lean forward as you come down. Your buttocks should come out and drop straight down. | Squat down until your left thigh is parallel with the floor, and then slowly raise your body back up by pushing through your heel. | Do not lock the knee out when you stand up. | Repeat for desired reps and then repeat using your right leg. | Start this exercise my using a very light weight. You will have to balance on one foot while placing the opposite foot on the bench so master this movement before going up in weight. | The higher you raise the platform, the more challenging the exercise becomes. | It's crucially important that you keep a straight back when you squat! You can ensure your back is straight by keeping your eyes facing forward, chest out, shoulder blades back, and back arched. Keep your core muscles tensed throughout the movement to help hold your back in place. | Always push up through your heels. Curling up your toes can help you get the technique right. | Don't allow your torso to lean forward. This happens when your hips move up faster than your shoulders. To prevent this keep the rep timing slow and controlled and stick your buttocks out as you go down. | When you squat down, your hips should be dropping straight down, not coming forward. Using a light weight, perfect your form standing side on to a mirror. Your knees should never track out and over your toes. | Keep your head up and look forward. As soon as you look down your back rounds, simple as that.",,https://player.vimeo.com/video/877885625?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479,https://i.ytimg.com/vi//maxresdefault.jpg,One Leg Barbell Squat instruction video & exercise guide! Learn how to do one leg barbell squat using correct technique for maximum results!,2009-09-16,Barbell,Strength,Advanced,Push,Compound,"Calves, Glutes, Hamstrings",Quads
Barbell Clean and Press Video Exercise Guide,https://www.muscleandstrength.com/exercises/clean-press.html,Barbell Exercises | Compound Exercises | Shoulders,,"Begin the clean and press by placing a barbell on the floor in front of you and standing with your shoulders around shoulder width apart. | After loading the appropriate weight, make sure the bar is positioned over the tops of your feet at the mid-way point (half way between your toes and heel). | From this position, bend down and grasp the bar with an overhand grip. | Lower your buttocks to the ground until your thighs are parallel to the ground. Make sure your knees do NOT track out over your toes when doing so. | Look straight ahead and keep your back straight - make sure there is no arch in your lower back. You are now ready to begin the exercise. | Explode upward through your legs and quickly snap the weight up to your chest level in one fluid movement. | Continue the movement by pushing the weight straight above your head, using your shoulders and triceps to move the weight. | Under strict control, lower the weight back to your chest and then back to the floor in the same fashion. | Repeat for desired reps. | To avoid injury, correct form is paramount with this exercise! Practice good form before loading on the weight. | Never arch your lower back! Any arch in the lower back is asking for injury. | Lower the weight if you find that you are being pulled too far backwards when performing the clean and press.",,https://player.vimeo.com/video/877885140?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479,https://i.ytimg.com/vi//maxresdefault.jpg,Clean Press instruction video & exercise guide! Learn how to do clean press using correct technique for maximum results!,2009-09-16,Barbell,Strength,Intermediate,Push,Compound,"Glutes, Hamstrings, Lower Back, Triceps",Shoulders
Barbell Concentration Curl Video Exercise Guide,https://www.muscleandstrength.com/exercises/barbell-concentration-curl.html,Barbell Exercises | Biceps | Isolation Exercises,,"Grab a flat bench and sit the barbell you want to use at one end (you can also use an EZ bar). | Sit on the end of the bench with your feet slightly wider than should width apart. | Grasp the barbell with an underhand grip (palms facing up), with your hands about 6-8 inches apart. | Lean forward until your upper arms are touching the inside of your thighs. | Use your thighs to hold your arms in position throughout the exercise. | Keeping your head up, eyes facing forward, slowly curl the barbell up as far as possible. | Squeeze the biceps and then slowly lower the bar back to the starting position. | Repeat for desired reps.","You should bend at the elbows only. The rest of the body should be fixed for the whole set. This is an isolation exercise, so the emphasis is not on how much weight you lift but how you work the muscle. Keep it slow and controlled, and squeeze your biceps hard at the top of the movement for the best results.",https://player.vimeo.com/video/756794296?badge=0&amp;autopause=0&amp;quality_selector=1&amp;player_id=0&amp;app_id=58479,https://i.ytimg.com/vi//maxresdefault.jpg,Barbell Concentration Curl instruction video & exercise guide! Learn how to do barbell concentration curl using correct technique for maximum results!,2009-09-16,Barbell,Strength,Beginner,Pull,Isolation,Forearms,Biceps
Barbell Deep Squat Video Exercise Guide,https://www.muscleandstrength.com/exercises/deep-squat.html,Barbell Exercises | Compound Exercises | Quads,,"The deep squat is a variation of the regular squat. The difference is that instead of lowering your body until your thighs are parallel to the floor, you squat down as far as possible. This brings the glutes and hamstrings into the exercise more. Deep squats are more challenging that regular squats! Set up for the exercise by setting the barbell to just below shoulder height and loading the weight you want to use. | Stand under the bar with your feet at about shoulder width apart. Position the bar so that it is resting on the muscles on the top of your back, not on the back of your neck. The bar should feel comfortable. If it doesn't, try adding some padding to the bar. | Now take your hands over the back and grip the bar with a wide grip for stability. | You should now bend at the knees and straighten your back in preparation to take the weight off the rack. | Keeping your back straight and eyes up, push up through the legs and take the weight off the rack. | Take a small step back and stabilize yourself. | Keeping your eyes facing forwards, slowly lower your body down. Don't lean forward as you come down. Your buttocks should come out and drop straight down. | Squat down as far as possible, pushing your knees slightly outwards creating a ""hole"" for you to lower into. Do not let your knees track over your toes. | Then slowly raise your body back up by pushing through your heels. | Do not lock the knees out when you stand up, and then repeat the movement. | Rounding the lower back: It's crucially important that you keep a straight back when you squat! You can ensure your back is straight by keeping eyes facing forward, chest out, shoulder blades back, and back arched. Keep your core muscles tensed throughout the movement to help hold your back in place. | Pushing from the balls of your feet: This puts unnecessary strain on joints and tendons. Always push up through your heels. Curling up your toes can help you get the technique right. | Leaning forward: This happens when your hips move up faster than your shoulders. To prevent this, keep the rep timing slow and controlled and stick your buttocks out as you go down. | Knees come too far forward: When you squat down your hips should be dropping straight down, not coming forward. Using a light weight, perfect your form standing side on to a mirror. | Not squatting deep enough: Using squats to their full potential requires squatting down at least until your thighs are around parallel to the floor. | Knees in or out: Don't point your knees in or when you're lowering or pushing the weight. This puts unnecessary strain on the knee joints. | Looking down: As soon as you look down your back rounds, simple as that.",,https://player.vimeo.com/video/877885542?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479,https://i.ytimg.com/vi//maxresdefault.jpg,Full Squat instruction video & exercise guide! Learn how to do full squat using correct technique for maximum results!,2009-09-16,Barbell,Strength,Intermediate,Push,Compound,"Calves, Glutes, Hamstrings, Lower Back",Quads
Barbell Drag Curl Video Exercise Guide,https://www.muscleandstrength.com/exercises/barbell-drag-curl.html,Barbell Exercises | Biceps | Isolation Exercises,"The barbell drag curl is a variation of the barbell curl and an exercise used to build the muscles of the biceps. Building big biceps is a goal for many aesthetic-driven gym-goers. Incorporated a variety of curl variations, such as the barbell drag curl, into your bicep workout can help you build big and balanced biceps.","Select the desired weight, load it onto the bar, and assume a shoulder width stance. | Using a supinated (palms up) grip, take a deep breath and curl the barbell towards your shoulders. | As you pull the bar upwards, keep it close to your torso by allowing the elbows to drift slightly behind the body. | Once the biceps are fully shortened, slowly lower the weight back to the starting position. | Repeat for the desired number of repetitions.","Maintain a slight bend in the elbow at the bottom of the movement to keep tension through the biceps. Using a slow eccentric (lowering portion) of the exercise can help to improve tension and mind muscle connection. If you experience forearm or wrist discomfort while using a barbell, switch to an EZ curl bar or dumbbells.",https://player.vimeo.com/video/1086770204?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479,https://i.ytimg.com/vi//maxresdefault.jpg,Barbell Drag Curl instruction video & exercise guide! Learn how to do barbell drag curl using correct technique for maximum results!,2009-09-16,Barbell,Strength,Beginner,Pull (Bilateral),Isolation,Forearms,Biceps
Barbell Front Box Squat Video Exercise Guide,https://www.muscleandstrength.com/exercises/front-squat-to-bench.html,Barbell Exercises | Compound Exercises | Quads,,"Set up for the front squat to bench by setting the rack height to around shoulder height and loading up the barbell with the weight you want to use. | Move a flat bench or other raised platform between the rack so that one end is underneath the barbell. | Step up to the bar and position your shoulders under the bar. | Cross your arms and place your hands on top of barbell with upper arms parallel to floor. Dismount the bar from the rack. | Position your feet at around shoulder width apart with your toes pointing out at around 30 degrees. This is the starting position for the exercise. | Keeping your eyes facing forwards, back straight and feet planted firmly on the floor, slowly squat down until your buttocks touches the bench. Do not rest on the bench. | Push through the heels and extend your legs back to the starting position. | Repeat for desired reps. | Don't ""cheat"" by resting on the bench when you touch your buttocks to it. | There are two alternate bar grips to use for the front squat, crossover grip or olympic grip. Crossover grip is shown in the video above. Use whatever grip you feel most comfortable with. | It's crucially important that you keep a straight back when you squat! You can ensure your back is straight by keeping eyes facing forward, chest out, shoulder blades back, and back arched. Keep your core muscles tensed throughout the movement to help hold your back in place. | Always push up through your heels. Curling up your toes can help you get the technique right. | Don't allow your torso to lean forward. This happens when your hips move up faster than your shoulders. To prevent this keep the rep timing slow and controlled and stick your buttocks out as you go down. | Don't allow your knees to come too far forward. When you squat down your hips should be dropping straight down, not coming forward. Using a light weight, perfect your form standing side on to a mirror. | Don't point your knees in or out when you're lowering or pushing the weight. This puts unnecessary strain on the knee joints. | Never look down. As soon as you look down your back rounds, simple as that.",,https://player.vimeo.com/video/877885877?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479,https://i.ytimg.com/vi//maxresdefault.jpg,Front Squat To Bench instruction video & exercise guide! Learn how to do front squat to bench using correct technique for maximum results!,2009-09-16,Barbell,Strength,Advanced,Push,Compound,"Calves, Glutes, Hamstrings",Quads
Barbell Front Raise Video Exercise Guide,https://www.muscleandstrength.com/exercises/barbell-front-raise.html,Barbell Exercises | Isolation Exercises | Shoulders,"The barbell front raise is a shoulder exercise used to target the front deltoids. Use of the barbell can allow you to overload the muscles to a greater degree than one may be capable of doing with dumbbells. The front deltoid is involved in several pressing movements and working to increase the strength of this muscle group can have a positive carry over into your heavy pushing lifts. From an aesthetics standpoint, bigger front deltoids can lead to an appearance of a complete set of shoulders and wider framed upper body.","Select the desired weight and load it onto a barbell. | Assume a shoulder width stance and grasp the bar at shoulder width with a pronated grip. | Inhale, brace your abs, and raise the arms vertically while keeping the elbows nearly locked out. | Once the arms are parallel with the floor, slowly lower the bar back to the starting position. | Repeat for the desired number of repetitions.","Don’t lean back as you raise the arms, keep the motion under control and don’t rely on momentum. Try not to bounce at the top of the movement, allow the shoulders to flex and then lower slowly.",https://www.youtube.com/embed/lhV2-z6s_bI?rel=0,https://i.ytimg.com/vi/lhV2-z6s_bI/maxresdefault.jpg,Barbell Front Raise instruction video & exercise guide! Learn how to do barbell front raise using correct technique for maximum results!,2009-09-16,Barbell,Strength,Beginner,Pull (Bilateral),Isolation,"Abs, Traps",Shoulders
Barbell Hack Squat Video Exercise Guide,https://www.muscleandstrength.com/exercises/barbell-hack-squat.html,Barbell Exercises | Compound Exercises | Quads,"The barbell hack squat is one of the most underrated and underperformed quad building exercises out there. Often referred to as the reverse deadlift , the behind the back positioning of the bar in the barbell hack squat puts a lot of pressure on the quads to force them to grow. The barbell hack squat also indirectly targets other muscles of the leg as well as the core and low back. Most people choose not to barbell hack squat because of its challenging set up and execution. However, there is a lot to gain from performing this exercise including muscle growth and improved performance.","Position the bar just behind your calves and set up with a shoulder width stance. | Reach down and grasp the bar with a double overhand (pronated) grip and assume your normal deadlift starting position. However, set up with your torso in a slightly more vertical fashion. | Take a breath and initiate the movement by driving your feet into the floor. | Stand tall as you extend the knees and hips simultaneously to bring the bar to lockout. | Lower back to the starting position and repeat for the desired number of repetitions.","If you find you have a tough time maintaining a vertical torso angle, elevate your heels on a slant board or using 5lb plates. Don’t put your feet outside of shoulder width as this will force you to widen the hands and increase the ROM of the lift. Drive through the whole foot - you want 3 points of contact: big toe, little toe, and heel. Some forward translation of the knees over the toes is alright provided that the knees don’t deviate excessively inward or outward. Those with longer femurs will have to allow their knees to come farther forward if they want to remain upright. If find the bar is running into your glutes or hamstrings on the way up, it’s likely because you’re shifting back into your hips. Lighten the load and work on keeping your knees forward to target the quads as you extend the legs. Neck position is highly individual as well - some prefer a neutral neck position (i.e. keeping the chin tucked throughout the lift) while others do well with looking straight ahead. Experiment with each and see which one works best for your anatomy. Don’t push the knees out excessively but ensure they track roughly over or slightly outside the 2nd toe.",https://www.youtube.com/embed/cSId0_Q9fdM?rel=0,https://i.ytimg.com/vi/cSId0_Q9fdM/maxresdefault.jpg,Barbell Hack Squat instruction video & exercise guide! Learn how to do barbell hack squat using correct technique for maximum results!,2009-09-16,Barbell,Strength,Intermediate,Push (Bilateral),Compound,"Abs, Adductors, Calves, Forearms, Glutes, Hamstrings, Lower Back",Quads
Barbell Half Squat Video Exercise Guide,https://www.muscleandstrength.com/exercises/half-squat.html,Barbell Exercises | Compound Exercises | Quads,,"The 1/2 squat is a variation of the regular squat. Set up for the exercise by setting the barbell to just below shoulder height and loading the weight you want to use. | Stand under the bar with your feet at about shoulder width apart. | Position the bar so that it is resting on the muscles on the top of your back, not on the back of your neck. The bar should feel comfortable. If it doesn't, try adding some padding to the bar. | Now take your hands over the back and grip the bar with a wide grip for stability. | You should now bend at the knees and straighten your back in preparation to take the weight off the rack. | Keeping your back straight and eyes up, push up through the legs and take the weight off the rack. | Take a small step back and stabilize yourself. | Keeping your eyes facing forwards, slowly lower your body down. Don't lean forward as you come down. Your buttocks should come out and drop straight down. | Squat down around 12 inches, pause, and then slowly raise your body back up pushing through your heels. | Do not lock the knees out when you stand up, and then repeat the movement. | Generally, for building lower body mass, the regular or deep squat is much more effective. | The quarter squat is often used as a shock technique to build strength with heavier weights, and for focusing solely on the quads.",,https://player.vimeo.com/video/877885816?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479,https://i.ytimg.com/vi//maxresdefault.jpg,1/2 Squat instruction video & exercise guide! Learn how to do 1/2 squat using correct technique for maximum results!,2009-09-16,Barbell,Strength,Beginner,Push,Compound,"Calves, Glutes, Hamstrings",Quads
Barbell Jumping Squats Video Exercise Guide,https://www.muscleandstrength.com/exercises/barbell-jumping-squats.html,Barbell Exercises | Compound Exercises,,"Set up for the exercise by loading a barbell with weight and positioning the bar so that it is resting on the muscles on the top of your back, not on the back of your neck. | The bar should feel comfortable. If it doesn't, try adding some padding to the bar. Now take your hands over the back and grip the bar with a wide grip for stability. | With a slight bend in you knees, straighten your back and push your chest out. This is the starting position. | Squat down at least until your thighs are parallel to the floor or as far as comfortably possible. | The moment you reach the depth of your squat, explode upward driving the balls of your feet into the floor. | Jump as high as possible and land as softly as possible using your toes to brace for the impact. | Upon landing immediately begin your next squat, repeating for the desired amount of reps. | Keep your landings as soft as possible. This can be done by landing with your toes first touching the floor. | Use caution when performing this exercise if you have had any previous back or knee problems. This is a high impact exercise. Begin by using little to no weight.",,https://player.vimeo.com/video/1083932058?title=0&amp;byline=0&amp;portrait=0&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479,https://i.ytimg.com/vi//maxresdefault.jpg,Barbell Jumping Squats instruction video & exercise guide! Learn how to do barbell jumping squats using correct technique for maximum results!,2009-09-16,Barbell,Strength,Intermediate,Push,Compound,"Calves, Glutes, Hamstrings",Quads
Barbell Lateral Lunge Video Exercise Guide,https://www.muscleandstrength.com/exercises/barbell-side-lunge.html,Barbell Exercises | Compound Exercises | Quads,"The barbell lateral lunge is a leg exercise used to build the quads, glutes, and hamstrings. The barbell lateral lunge is a variation of the barbell lunge that people typically perform when they want a little more glute involvement with the movement pattern. The barbell lateral lunge is an exercise that takes place in the frontal plane, unlike the majority of exercises. Therefore, it is a good exercise to use to challenge your muscles in a way they are not used to.",Set up with your feet shoulder width apart and a barbell resting across your traps. | Step laterally with your trail leg extended and descend until the thigh is parallel with the floor. | Drive through the weight bearing leg and extend the knee as you push back to the starting position. | Repeat for the desired number of repetitions.,"Lateral lunges are a more advanced progression and should only be utilized once one has the requisite hip and core stability. In general, a proper single leg progression scheme might look like this: Step Up Split Squat > Front foot elevated Reverse Lunge > Front foot elevated Single Leg Squat to Bench Lateral Lunge Bulgarian/Rear Foot Elevated Split Squat (RFESS) Single Leg Squat From Bench Walking Lunge Forward Lunge Single Leg Skater Squat Pistol Squat Don’t rush the progression scheme, earn the right to use every exercise and don’t neglect any of them. When you go to push back to the starting position, fight the urge to lead the movement with your shoulders by hyperextending at your spine. Instead, look to drive the movement via force from your lower body. Descend slowly and look to get a good stretch through your groin (adductor). Exhale as you descend into the movement and keep the feet flat with the toes pointing straight ahead. When first learning the movements, I would recommend you start with your feet already apart and then slowly move into each hip rather than taking a step out as this will take the deceleration component out of the movement.",https://www.youtube.com/embed/frdrLD_-VAw?rel=0,https://i.ytimg.com/vi/frdrLD_-VAw/maxresdefault.jpg,Barbell Side Lunge instruction video & exercise guide! Learn how to do barbell side lunge using correct technique for maximum results!,2009-09-16,Barbell,Strength,Intermediate,Push (Unilateral),Compound,"Abs, Adductors, Calves, Glutes, Hamstrings, Upper Back",Quads
Barbell Lateral Split Squat Video Exercise Guide,https://www.muscleandstrength.com/exercises/barbell-side-split-squat.html,Barbell Exercises | Compound Exercises | Quads,,"Load a barbell with the appropriate amount of weight and position the bar so that it is resting on the muscles on the top of your back, not on the back of your neck. | The bar should feel comfortable. If it doesn't, try adding some padding to the bar. Now take your hands over the back and grip the bar with a wide grip for stability. | Stand with your back straight and a slight bend in your knees. Keep your head up, eyes looking forward and feet far apart in a wide stance. You are now in the starting position. | Squat down through your hips to your left side bending only at your left knee. Keep your torso straight and head up. | Push yourself back to the starting position by using your heal to drive you. | Repeat this movement to your right side and then repeat for desired reps. | This exercise requires a good deal of balance and is not recommended for those with balance issues. | Keep your head up and back straight throughout the exercise. Never allow your back to round.",,https://player.vimeo.com/video/877885942?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479,https://i.ytimg.com/vi//maxresdefault.jpg,Barbell Side Split Squat instruction video & exercise guide! Learn how to do barbell side split squat using correct technique for maximum results!,2009-09-16,Barbell,Strength,Intermediate,Push,Compound,"Calves, Glutes, Hamstrings, Lower Back",Quads
Barbell Lunge Video Exercise Guide,https://www.muscleandstrength.com/exercises/barbell-lunge.html,Barbell Exercises | Compound Exercises | Quads,,"It is safest to perform the lunge inside a squat rack. Set up for the exercise by setting the barbell to just below shoulder height and loading the weight you want to use. | Stand under the bar with your feet at about shoulder width apart. Position the bar so that it is resting on the muscles on the top of your back, not on the back of your neck. The bar should feel comfortable. If it doesn't, try adding some padding to the bar. | Now take your hands over the back and grip the bar with a wide grip for stability. | You should now bend at the knees and straighten your back in preparation to take the weight off the rack. Keeping your back straight and eyes up, push up through the legs and take the weight off the rack. | Take a few steps back and stabilize yourself. You are now in the starting position. | Step forward with your left leg while maintaining your balance and squat down through your hips. Keep your torso straight and head up. Don't allow your knee to track out over your toes. | Push yourself back to the starting position by using your heal to drive you. | Repeat this movement with your right leg and then repeat for desired reps. | Never allow your knees to track out over your toes during this movement. Doing so will place undue stress on the knee joints. | This exercise requires a good deal of balance and is not recommended for those with balance issues. Begin by using a very light weight to first perfect the movement. | Keep your head up and back straight throughout the exercise. Never allow your back to round.",,https://player.vimeo.com/video/877885592?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479,https://i.ytimg.com/vi//maxresdefault.jpg,Barbell Lunge instruction video & exercise guide! Learn how to do barbell lunge using correct technique for maximum results!,2009-09-16,Barbell,Strength,Intermediate,Push,Compound,"Calves, Hamstrings, Lower Back",Quads
Barbell Narrow Stance Squat Video Exercise Guide,https://www.muscleandstrength.com/exercises/narrow-squat.html,Barbell Exercises | Compound Exercises | Quads,,"Set up for the narrow squat by setting the barbell to just below shoulder height and loading the weight you want to use. | Stand under the bar with your feet at about shoulder width apart. | Position the bar so that it is resting on the muscles on the top of your back, not on the back of your neck. The bar should feel comfortable. If it doesn't, try adding some padding to the bar. | Now take your hands over the back and grip the bar with a wide grip for stability. | You should now bend at the knees and straighten your back in preparation to take the weight off the rack. | Move your feet close together, around 6 inches apart. | Keeping your back straight and eyes up push up through the legs and take the weight off the rack. | Take a small step back and stabilize yourself. | Keeping your eyes facing forwards slowly lower your body down. Don't lean forward as you come down. Your buttocks should come out and drop straight down. | Squat down until your thighs are parallel to the floor, and then slowly raise your body back up by pushing through your heels. Do not lock the knees out when you stand up. | Then repeat the movement. | The narrow squat is a variation of the regular squat. | As with all forms of squats, don't allow your knees to track out over your toes. Imagine there is a line at the tips of your toes. Your knees should never cross that line during this exercise. | Refer to the Squats page for additional tips.",,https://player.vimeo.com/video/877885666?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479,https://i.ytimg.com/vi//maxresdefault.jpg,Narrow Squat instruction video & exercise guide! Learn how to do narrow squat using correct technique for maximum results!,2009-09-16,Barbell,Strength,Intermediate,Push,Compound,"Calves, Glutes, Lower Back",Quads
