muscle_group,muscle_group_url,exercise_name,exercise_url,overview,description,force,mechanics,equipment,difficulty,primary_muscles,secondary_muscles,steps,image_url,scrape_status
Hamstrings,https://www.muscleandstrength.com/exercises/hamstrings,Landmine RDL ,https://www.muscleandstrength.com/exercises/landmine-romanian-deadlift,"The landmine Romanian deadlift, also known as the landmine RDL, is a variation of the Romanian deadlift and an exercise used primarily to target the muscles of the hamstrings and glutes. The RDL has long been thought of as the “leg” deadlift variation, despite all hip hinge movements primarily targeting the hamstrings. A smart option, to increase training frequency and work on the movement pattern, would be to perform RDLs on your leg day and another deadlift variation on your back or pull days. The hip hinge is a crucial movement pattern, so it is important to find a variation that is comfortable for you to perform (if able), and work on it. The landmine implement provides a somewhat fixed movement pattern to take some of the stress of the stabilizing muscle groups to help emphasize hamstring usage and limit potential injuries from other variations. The landmine RDL is best utilized during your leg workouts and/or full body workouts .","The landmine Romanian deadlift, also known as the landmine RDL, is a variation of the Romanian deadlift and an exercise used primarily to target the muscles of the hamstrings and glutes. The RDL has long been thought of as the “leg” deadlift variation, despite all hip hinge movements primarily targeting the hamstrings. A smart option, to increase training frequency and work on the movement pattern, would be to perform RDLs on your leg day and another deadlift variation on your back or pull days. The hip hinge is a crucial movement pattern, so it is important to find a variation that is comfortable for you to perform (if able), and work on it. The landmine implement provides a somewhat fixed movement pattern to take some of the stress of the stabilizing muscle groups to help emphasize hamstring usage and limit potential injuries from other variations. The landmine RDL is best utilized during your leg workouts and/or full body workouts .",Hinge (Bilateral),Compound,Landmine,Intermediate,Hamstrings,"Abs, Forearms, Glutes, Lats, Lower Back, Traps, Upper Back","Stand with a bar in between your legs and lay the bar in the notch of a v-bar with both hands on the handle. || Stand tall and begin the RDL by pushing your hips back and hinging forward until the bar is just below knee height. || Drive through the whole foot and focus on pushing the floor away. || Return to the starting position and repeat for the desired number of repetitions. || Range of motion in the lift will largely be determined by an individual’s mobility as well as their ability to maintain a neutral spine. Standing on a box or bench is likely counterproductive as most won’t have the mobility to control that much range of motion effectively. || Neck position is highly individual - Some prefer a neutral neck position (i.e. keeping the chin tucked throughout the lift) while others do well with looking slightly up. Here’s some factors to consider: If you’re someone who is more globally extended (i.e. athletic background), then you will likely be able to keep a neutral position more effectively by packing the chin. On the opposite end of the spectrum, if you tend to be more flexion dominant (especially in your thoracic spine - upper back) then it would behoove you to look up slightly as this will drive more extension. Experiment with each and see which one works best for your individual anatomy and biomechanics. || If you’re someone who is more globally extended (i.e. athletic background), then you will likely be able to keep a neutral position more effectively by packing the chin. || On the opposite end of the spectrum, if you tend to be more flexion dominant (especially in your thoracic spine - upper back) then it would behoove you to look up slightly as this will drive more extension. || Experiment with each and see which one works best for your individual anatomy and biomechanics. || Your weight will naturally shift to your heels as you hinge; however, it’s important that you keep the weight distributed over your whole foot and don’t allow the toes to rise. To combat this, you should focus on maintaining 3 points of contact: big toe, little toe, and heel.",https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Hamstrings.jpg,ok
Hamstrings,https://www.muscleandstrength.com/exercises/hamstrings,Leg Curl ,https://www.muscleandstrength.com/exercises/leg-curl.html,"The lying leg curl is an isolation exercise primarily targeting the hamstrings (the muscles at the back of your thighs). This exercise helps improve hamstring strength and flexibility, knee stability, and overall leg development. It also helps correct muscle imbalances by isolating the hamstrings without involving other muscle groups like the quads. It’s an effective exercise for building strength, improving athletic performance, and preventing injuries, especially for activities that rely heavily on knee flexion, such as running and jumping.","The lying leg curl is an isolation exercise primarily targeting the hamstrings (the muscles at the back of your thighs). This exercise helps improve hamstring strength and flexibility, knee stability, and overall leg development. It also helps correct muscle imbalances by isolating the hamstrings without involving other muscle groups like the quads. It’s an effective exercise for building strength, improving athletic performance, and preventing injuries, especially for activities that rely heavily on knee flexion, such as running and jumping.",Pull,Isolation,Machine,Beginner,Hamstrings,None,"On a leg curl machine, adjust the pad so it sits comfortably just above your ankles, and ensure the backrest is set to match your body size. || Select the desired weight and position your body face down on the machine, keeping your torso flat and your legs extended straight. || Place your feet under the ankle pad and hold onto the machine's handles for stability. This is the starting position. || Slowly bend your knees and bring your heels toward your glutes by contracting your hamstrings. || At the top of the movement, pause briefly and squeeze your hamstrings. || Slowly return to the starting position, fully extending your legs. This is one rep. || Perform the desired number of repetitions.",https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Hamstrings.jpg,ok
Hamstrings,https://www.muscleandstrength.com/exercises/hamstrings,Lying Cable Leg Curl ,https://www.muscleandstrength.com/exercises/lying-cable-hamstring-curl.html,,,Pull,Isolation,Cable,Beginner,Hamstrings,None,"Place the bench in front of a cable pulley machine with the lowest end closet to the pulley. || Attach an ankle cuff to the low pulley and set the weight on the stack. || Secure the ankle cuff to your ankles and lay face down on the bench. Position yourself so that your knees are at the edge of the bench. || Fully extend your legs. This is the starting position. || Slowly bend your knees and bring your heels toward your glutes by contracting your hamstrings. || At the top of the movement, pause briefly and squeeze your hamstrings. || Slowly return to the starting position, fully extending your legs. This is one rep. || Perform the desired number of repetitions.",https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Hamstrings.jpg,ok
Hamstrings,https://www.muscleandstrength.com/exercises/hamstrings,Nordic Hamstring Curl (Bodyweight) ,https://www.muscleandstrength.com/exercises/nordic-hamstring-curl-bodyweight,"The Nordic hamstring curl is a bodyweight variation of the leg curl and an exercise used to strengthen the muscles of the hamstrings. Nordic hamstring curls are very challenging. However, they do an excellent job at building hamstring muscle and strength which will have a positive carry over into your big leg exercises and aesthetics. The Nordic hamstring curl can be performed during your leg workouts and full body workouts .","The Nordic hamstring curl is a bodyweight variation of the leg curl and an exercise used to strengthen the muscles of the hamstrings. Nordic hamstring curls are very challenging. However, they do an excellent job at building hamstring muscle and strength which will have a positive carry over into your big leg exercises and aesthetics. The Nordic hamstring curl can be performed during your leg workouts and full body workouts .",Pull (Bilateral),Isolation,Machine,Advanced,Hamstrings,"Abs, Calves, Glutes","Setup in a nordic hamstring machine with your hips extended and torso upright. || Keeping your hips extended, begin to lower yourself as slowly as possible until you can no longer control the descent. || At this point, allow yourself to fall to the floor in a controlled fashion and “catch” yourself with your arms. || Give yourself just enough of a push off the floor to get back into a position where you can pull yourself back to the start using your hamstrings. || Repeat for the desired number of repetitions. || If have access to an actual nordic hamstring curl machine that would be ideal. If not, try to utilize a lat pulldown machine as that is the easiest option to adapt for setup. If neither option is available, consider the partner assisted version. If you don’t have access to anyone who can hold your ankles in place, consider a setup with a power rack whereby your ankles are positioned underneath the squat pad on a weighted barbell and you have a pad underneath your knees. || Ideally you should look to keep your hips extended throughout the duration of the set, don’t allow them to shoot back and take tension off of your hamstrings. || When extending the glutes, you shouldn’t feel any pressure or contraction through the lower back. If you find yourself getting a pump through your spinal erectors then you’re likely substituting spinal extension for hip extension. || Remember, it’s a controlled drop when you can’t maintain tension with the hamstrings anymore. At that point you should still seek to keep the hamstrings active and only use the arms as necessary.",https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Hamstrings.jpg,ok
Hamstrings,https://www.muscleandstrength.com/exercises/hamstrings,One Arm Kettlebell Swing ,https://www.muscleandstrength.com/exercises/one-arm-kettlebell-swing,"The one arm kettlebell swing is a variation of the kettlebell swing and a total body movement that primarily works the muscles of the posterior chain, emphasizing the hamstring complex. The one arm kettlebell swing is an excellent starting point for those learning the hip hinge movement pattern. From there one can progress to more advanced hip hinges such as the deadlift .","The one arm kettlebell swing is a variation of the kettlebell swing and a total body movement that primarily works the muscles of the posterior chain, emphasizing the hamstring complex. The one arm kettlebell swing is an excellent starting point for those learning the hip hinge movement pattern. From there one can progress to more advanced hip hinges such as the deadlift .",Hinge (Bilateral),Compound,Kettle Bells,Beginner,Hamstrings,"Abs, Adductors, Calves, Forearms, Glutes, Lats, Lower Back, Quads, Traps, Upper Back","Assume a hinged position with your knees slightly bent, one hand on the kettlebell handle, chin tucked, and weight centered over your foot. Utilize your free hand to help assist with balance. || Begin the movement by hiking the kettlebell between your legs and keeping your spine neutral. || Drive the kettlebell back to the starting position by extending the hips, pushing through the floor, and keeping the arms straight. || Repeat the movement for the desired number of repetitions on both sides. || The swing should be a fairly explosive and snappy movement, the point is to generate hip extension as rapidly as possible followed by a subsequent contraction. || Imagine you’re trying to hike a football between your legs as the kettlebell descends. || Your weight will obviously shift to your heels during the bottom portion of the exercise but you shouldn’t allow the toes to rise. || Your chin should follow your chest, don’t worry about looking up in the bottom of the movement. || Keep a soft bend in your knees and don’t allow your arches to collapse as you complete the movement. || Make sure you wrap your thumbs around the handle and don’t utilize a false grip.",https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Hamstrings.jpg,ok
Hamstrings,https://www.muscleandstrength.com/exercises/hamstrings,Kettlebell Sumo Deadlift (1 KB) ,https://www.muscleandstrength.com/exercises/one-kettlebell-sumo-deadlift,"The kettlebell sumo deadlift with one kettlebell is a variation of the sumo deadlift one can use to target the muscles of the posterior chain. Using a kettlebell, as seen in the kettlebell sumo deadlift, is an excellent way to build the perquisite strength needed prior to progressing to its barbell counterpart.","The kettlebell sumo deadlift with one kettlebell is a variation of the sumo deadlift one can use to target the muscles of the posterior chain. Using a kettlebell, as seen in the kettlebell sumo deadlift, is an excellent way to build the perquisite strength needed prior to progressing to its barbell counterpart.",Hinge (Bilateral),Compound,Kettle Bells,Beginner,Hamstrings,"Abs, Adductors, Calves, Forearms, Glutes, Lats, Lower Back, Quads, Traps, Upper Back","Position a kettlebell directly in between your feet and assume a moderately wide stance with your toes pointed slightly out. || Push your hips back and hinge forward until your torso is nearly parallel with the floor. || Reach down and grasp the kettlebell handle using a close, double overhand grip. || Drop your hips below your shoulders and ensure there is no slack in your arms. || Drive through the whole foot and focus on pushing the floor away by extending the knees and hips. || Once you have locked out the hips, reverse the movement by pushing the hips back and hinging forward. || Return the kettlebell to the floor, reset, and repeat for the desired number of repetitions. || Stance width varies greatly depending upon the individual. Rather than spend too much time trying to calculate your ideal stance width, simply experiment and see what feels best on your hips in the long run while simultaneously allowing you to generate the most power. For some folks this will be a semi medium width (hybrid) position whereas for others their toes will almost be touching the plates. || The deadlift is a hinge, not a squat. If you set the hips too low you will put yourself in a disadvantageous position biomechanically. || The hips should be lower than the shoulders and you should be able to see the logo on the lifters shirt before they pull (i.e. “chest up”). The chest up cue is usually accomplished when the lats become locked in though so this cue is typically not needed if the lifter understands how to initiate the lats. || Ideally the knees should be tracking out over the foot. If you find that you have trouble keeping this neutral knee position, focus on spreading the floor by trying to push your feet apart as you push into the floor. In other words, imagine there is a crack in the floor and you’re trying to spread it open by pushing your heels away from each other. This will help to activate your glutes more during the movement and stabilize the knee joint. || You should keep the handle of the kettlebell directly over the midfoot at the start of every repetition. || Neck position is highly individual - Some prefer a neutral neck position (i.e. keeping the chin tucked throughout the lift) while others do well with looking slightly up. Here’s some factors to consider: If you’re someone who is more globally extended (i.e. athletic background), then you will likely be able to keep a neutral position more effectively by packing the chin. On the opposite end of the spectrum, if you tend to be more flexion dominant (especially in your thoracic spine - upper back) then it would behoove you to look up slightly as this will drive more extension. Experiment with each and see which one works best for your individual anatomy and biomechanics. || If you’re someone who is more globally extended (i.e. athletic background), then you will likely be able to keep a neutral position more effectively by packing the chin. || On the opposite end of the spectrum, if you tend to be more flexion dominant (especially in your thoracic spine - upper back) then it would behoove you to look up slightly as this will drive more extension. || Experiment with each and see which one works best for your individual anatomy and biomechanics. || Ideally you should cue and emphasize a vertical shin but this will depend entirely on a lifter’s spine and limb length. || Toe angle is highly individual - this will be dependent upon your hip anatomy. Experiment (toes slightly out or neutral) to see what feels best for you. || Do NOT retract your shoulder blades. This is mechanically inefficient and a self limiting cue as it shortens the length of the arms thus requiring a larger range of motion. || Make sure you wrap your thumb around the handle and don’t utilize a false grip. || Don’t focus on keeping the weight primarily on your heels, you won’t be able to effectively recruit your quads at the beginning of the lift and thus you’ll be slow off the flow. So, to combat this, you should focus on driving through the whole foot - you want 3 points of contact: big toe, little toe, and heel.",https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Hamstrings.jpg,ok
Hamstrings,https://www.muscleandstrength.com/exercises/hamstrings,One-Leg Lying Cable Hamstring Curl ,https://www.muscleandstrength.com/exercises/one-leg-lying-cable-hamstring-curl.html,,,Pull,Isolation,Cable,Beginner,Hamstrings,None,"Set up for the one-leg lying cable hamstring curl by elevating a flat bench on a block or step grabbing a decline bench. You can use a grounded flat bench, but elevating it gives you a better range of motion and more efficiently recruits the hamstrings. || Place the bench in front of a cable pulley machine with the lowest end closet to the pulley. Attach an ankle cuff attachment to the low pulley and set the weight on the stack. If an ankle cuff is not available, you may find you can fit a single handle around your ankle. || Secure the ankle cuff to your left ankle and lie face down on the bench and position yourself so that your knees are at the edge of the bench. || Your legs should be fully extended and you can wrap your arms around the bench for stability. This is the starting position. || Bending at the knee only, slowly curl your left ankles up towards your buttocks. || Raise your ankle as far as comfortably possible or just past 90 degrees. || Pause for a moment and then lower the weight in a controlled manner back to the starting position. || Repeat for desired reps and then attach the ankle cuff to your right ankle to repeat the movement.",https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Hamstrings.jpg,ok
Hamstrings,https://www.muscleandstrength.com/exercises/hamstrings,Partner Assisted Nordic Hamstring Curls ,https://www.muscleandstrength.com/exercises/partner-assisted-nordic-hamstring-curl,"The partner assisted Nordic hamstring curls are a variation of the Nordic hamstring curl and an exercise used to strengthen the muscles of the hamstring. This bodyweight alternative to the hamstring curl is uses gravity to hammer your hamstrings and is an excellent option to spark hamstring growth or improve your larger compound lifts, such as the squat and deadlift .","The partner assisted Nordic hamstring curls are a variation of the Nordic hamstring curl and an exercise used to strengthen the muscles of the hamstring. This bodyweight alternative to the hamstring curl is uses gravity to hammer your hamstrings and is an excellent option to spark hamstring growth or improve your larger compound lifts, such as the squat and deadlift .",Pull (Bilateral),Isolation,Bodyweight,Advanced,Hamstrings,"Abs, Calves, Glutes","Setup in a tall kneeling position with your hips extended and torso upright. || Have a partner hold your ankles and use their bodyweight as a counterweight. || Keeping your hips extended, begin to lower yourself as slowly as possible until you can no longer control the descent. || At this point, allow yourself to fall to the floor in a controlled fashion and “catch” yourself with your arms. || Give yourself just enough of a push off the floor to get back into a position where you can pull yourself back to the start using your hamstrings. || Repeat for the desired number of repetitions. || If you don’t have access to anyone who can hold your ankles in place, consider a setup with a power rack whereby your ankles are positioned underneath the squat pad on a weighted barbell and you have a pad underneath your knees. || Ideally you should look to keep your hips extended throughout the duration of the set, don’t allow them to shoot back and take tension off of your hamstrings. || When extending the glutes, you shouldn’t feel any pressure or contraction through the lower back. If you find yourself getting a pump through your spinal erectors then you’re likely substituting spinal extension for hip extension. || Remember, it’s a controlled drop when you can’t maintain tension with the hamstrings anymore. At that point you should still seek to keep the hamstrings active but only use the arms as little as necessary.",https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Hamstrings.jpg,ok
Hamstrings,https://www.muscleandstrength.com/exercises/hamstrings,Paused Sumo Deadlift ,https://www.muscleandstrength.com/exercises/paused-sumo-deadlift,"The paused sumo deadlift is a variation of the sumo deadlift and an exercise used to build and strengthen the muscles of the leg and posterior chain. Adding pauses, as seen in the paused sumo deadlift, is an effective intensity technique used to strengthen the target muscle groups. The pause increases the time under tension of the targeted muscle groups and forces the lifter to really be able to control the weight they are using.","The paused sumo deadlift is a variation of the sumo deadlift and an exercise used to build and strengthen the muscles of the leg and posterior chain. Adding pauses, as seen in the paused sumo deadlift, is an effective intensity technique used to strengthen the target muscle groups. The pause increases the time under tension of the targeted muscle groups and forces the lifter to really be able to control the weight they are using.",Hinge (Bilateral),Compound,Barbell,Intermediate,Hamstrings,"Abs, Adductors, Calves, Forearms, Glutes, Lats, Lower Back, Quads, Traps, Upper Back","Position the bar over the top of your shoelaces and assume a very wide stance (determined by your hip structure and limb length). || Push your hips back and hinge forward until your torso is nearly parallel with the floor. || Reach down and grasp the bar using a shoulder width, double overhand grip. || Inhale and pull up slightly on the bar while allowing your hips to drop in a seesaw fashion. This phenomenon is commonly referred to as “pulling the slack out of the bar”. || As you drop the hips and pull up on the bar, set the lats (imagine you’re trying to squeeze oranges in your armpits) and ensure your armpits are positioned directly over the bar. || Drive through the whole foot and focus on pushing the floor away. || Pause for a 2 count as soon as the plates break the floor. || Ensure the bar tracks in a straight line as you extend the knees and hips. || Once you have locked out the hips, reverse the movement by pushing the hips back and hinging forward. || Return the bar to the floor, reset, and repeat for the desired number of repetitions. || The length and location of the pause will vary based upon your sticking point and what you’re trying to accomplish by utilizing the lift. || Stance width varies greatly depending upon the individual. Rather than spend too much time trying to calculate your ideal stance width, simply experiment and see what feels best on your hips in the long run while simultaneously allowing you to generate the most power. For some folks this will be a semi medium width (hybrid) position whereas for others their toes will almost be touching the plates. || The deadlift is a hinge, not a squat. If you set the hips too low you will put yourself in a disadvantageous position biomechanically and limit your potential for pulling maximal weights. || The sumo pull is slightly different than conventional as the goal is to “wedge” your hips into the bar and get them as close as possible. || To prevent the bar from drifting away from the body, one should focus on squeezing their lats to keep the bar close and allow it to travel in a linear fashion. Use the cue: “squeeze oranges in your armpits”, “put your shoulder blades in your back pockets” (i.e. scapular depression) or “imagine you’re doing a straight arm pulldown”. || The hips should be lower than the shoulders and you should be able to see the logo on the lifters shirt before they pull (i.e. “chest up”). The chest up cue is usually accomplished when the lats become locked in though so this cue is typically not needed if the lifter understands how to initiate the lats. || Ideally the knees should be tracking out over the foot. If you find that you have trouble keeping this neutral knee position, focus on spreading the floor by trying to push your feet apart as you push into the floor. In other words, imagine there is a crack in the floor and you’re trying to spread it open by pushing your heels away from each other. This will help to activate your glutes more during the movement and stabilize the knee joint. || You MUST keep the crease of the armpit over the bar and the midfoot to allow the bar to travel linearly. || Neck position is highly individual - Some prefer a neutral neck position (i.e. keeping the chin tucked throughout the lift) while others do well with looking slightly up. Here’s some factors to consider: If you’re someone who is more globally extended (i.e. athletic background), then you will likely be able to keep a neutral position more effectively by packing the chin. On the opposite end of the spectrum, if you tend to be more flexion dominant (especially in your thoracic spine - upper back) then it would behoove you to look up slightly as this will drive more extension. Experiment with each and see which one works best for your individual anatomy and biomechanics. || If you’re someone who is more globally extended (i.e. athletic background), then you will likely be able to keep a neutral position more effectively by packing the chin. || On the opposite end of the spectrum, if you tend to be more flexion dominant (especially in your thoracic spine - upper back) then it would behoove you to look up slightly as this will drive more extension. || Experiment with each and see which one works best for your individual anatomy and biomechanics. || Ideally you should cue and emphasize a vertical shin but this will depend entirely on a lifter’s spine and limb length. || More experienced lifters may not need to emphasize the “pull the slack out the bar” cue as much and that’s perfectly fine if it works for them and still allows them to pull maximal weight but initially it’s an important concept to understand and implement. || Toe angle is highly individual - this will be dependent upon your hip anatomy. Experiment (toes slightly in, out, or neutral) to see what feels best for you. || Do NOT retract your shoulder blades. This is mechanically inefficient and a self limiting cue as it shortens the length of the arms thus requiring a larger range of motion. || Make sure you wrap your thumb around the bar and don’t utilize a false grip. Squeeze the bar as tight as possible like you’re trying to leave an imprint of your fingerprints on the bar. || Scraping the shins isn’t always necessary in the deadlift. It may occur more frequently with sumo rather than conventional work but if you have the arm pits in the correct position (as noted above) then the bar should travel vertically and the shins will become vertical and move out of the way as the knees extend. || To follow up on my previous point, if you focus on keeping the weight entirely on the heels, you won’t be able to effectively recruit your quads at the beginning of the lift and thus you’ll be slow off the flow. So, to combat this, you should focus on driving through the whole foot - you want 3 points of contact: big toe, little toe, and heel. || Ensure the elbows stay locked out. Don’t actively flex the triceps but make sure that your elbow doesn’t break neutral as this can potentially put you at risk for a bicep tear under maximal weights.",https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Hamstrings.jpg,ok
Hamstrings,https://www.muscleandstrength.com/exercises/hamstrings,Paused Trap Bar Deadlift ,https://www.muscleandstrength.com/exercises/paused-trap-bar-deadlift,"The paused trap bar deadlift is a variation of the trap bar deadlift and an exercise used to build and strengthen the muscles of the legs and posterior chain. Adding pauses, as seen in the paused trap bar deadlift, is an effective intensity technique used to strengthen the target muscle groups. The pause increases the time under tension of the targeted muscle groups and forces the lifter to really be able to control the weight they are using.","The paused trap bar deadlift is a variation of the trap bar deadlift and an exercise used to build and strengthen the muscles of the legs and posterior chain. Adding pauses, as seen in the paused trap bar deadlift, is an effective intensity technique used to strengthen the target muscle groups. The pause increases the time under tension of the targeted muscle groups and forces the lifter to really be able to control the weight they are using.",Hinge (Bilateral),Compound,Trap Bar,Intermediate,Hamstrings,"Abs, Adductors, Calves, Forearms, Glutes, Lats, Lower Back, Quads, Traps, Upper Back","Stand inside of the trap bar with a hip width stance. || Push your hips back and hinge forward until your torso is nearly parallel with the floor. || Reach down and grasp the handles using a neutral grip outside of shoulder width. || Inhale and pull up slightly on the bar while allowing your hips to drop in a seesaw fashion. This phenomenon is commonly referred to as “pulling the slack out of the bar”. || As you drop the hips and pull up on the bar, set the lats (imagine you’re trying to squeeze oranges in your armpits) and ensure your armpits are positioned directly over the bar. || Drive through the whole foot and focus on pushing the floor away. || Pause for a 2 count as soon as the plates break the floor. || Ensure the bar tracks in a straight line as you extend the knees and hips. || Once you have locked out the hips, reverse the movement by pushing the hips back and hinging forward. || Return the bar to the floor, reset, and repeat for the desired number of repetitions. || The length and location of the pause will vary based upon your sticking point and what you’re trying to accomplish by utilizing the lift. You MUST keep the crease of the armpit over the bar and the midfoot to allow the bar to travel linearly. || The deadlift is a hinge, not a squat. If you set the hips too low you will put yourself in a disadvantageous position biomechanically and limit your potential for pulling maximal weights. || Stance width should ideally resemble your typical jumping position. Place your feet in a stance that feels powerful and keeps the knees vertically aligned over the feet. || To prevent the bar from drifting away from the body, one should focus on squeezing their lats to keep the bar close and allow it to travel in a linear fashion. Use the cue: “squeeze oranges in your armpits”, “put your shoulder blades in your back pockets” (i.e. scapular depression) or “imagine you’re doing a straight arm pulldown”. || The hips should be lower than the shoulders and you should be able to see the logo on the lifter’s shirt before they pull (i.e. “chest up”). The chest up cue is usually accomplished when the lats become locked in though so this cue is typically not needed if the lifter understands how to initiate the lats. || Ideally the knees should be tracking out over the foot. If you find that you have trouble keeping this neutral knee position, focus on spreading the floor by trying to push your feet apart as you push into the floor. In other words, imagine there is a crack in the floor and you’re trying to spread it open by pushing your heels away from each other. This will help to activate your glutes more during the movement and stabilize the knee joint. || You MUST keep the crease of the armpit over the bar and the midfoot to allow the bar to travel linearly. || Neck position is highly individual - Some prefer a neutral neck position (i.e. keeping the chin tucked throughout the lift) while others do well with looking slightly up. Here’s some factors to consider: If you’re someone who is more globally extended (i.e. athletic background), then you will likely be able to keep a neutral position more effectively by packing the chin. On the opposite end of the spectrum, if you tend to be more flexion dominant (especially in your thoracic spine - upper back) then it would behoove you to look up slightly as this will drive more extension. Experiment with each and see which one works best for your individual anatomy and biomechanics. || If you’re someone who is more globally extended (i.e. athletic background), then you will likely be able to keep a neutral position more effectively by packing the chin. || On the opposite end of the spectrum, if you tend to be more flexion dominant (especially in your thoracic spine - upper back) then it would behoove you to look up slightly as this will drive more extension. || Experiment with each and see which one works best for your individual anatomy and biomechanics. || Given most deadlift variations require a more vertical shin after the initial pull off the floor to allow the bar to move around the knees, the trap bar deadlift will actually require a more dorsiflexed position of the ankle at the start. In other words, the shins will be in a more angled position and more of the load will be displaced on the quads. || More experienced lifters may not need to emphasize the “pull the slack out the bar” cue as much and that’s perfectly fine if it works for them and still allows them to pull maximal weight but initially it’s an important concept to understand and implement. || Toe angle is highly individual - this will be dependent upon your hip anatomy. Experiment (toes slightly in, out, or neutral) to see what feels best for you. || Do NOT retract your shoulder blades. This is mechanically inefficient and a self limiting cue as it shortens the length of the arms thus requiring a larger range of motion. || Make sure you wrap your thumb around the bar and don’t utilize a false grip. Squeeze the bar as tight as possible like you’re trying to leave an imprint of your fingerprints on the bar. || Ensure that the hands are positioned in the middle of the handles as this will ensure that the bar doesn’t tilt as you make your pull. || To follow up on my previous point, if you focus on keeping the weight entirely on the heels, you won’t be able to effectively recruit your quads at the beginning of the lift and thus you’ll be slow off the flow. So, to combat this, you should focus on driving through the whole foot - you want 3 points of contact: big toe, little toe, and heel. || Ensure the elbows stay locked out. Don’t actively flex the triceps but make sure that your elbow doesn’t break neutral as this can potentially put you at risk for a bicep tear under maximal weights. || For single repetitions, it will be much easier to drop the bar from lockout (provided that it’s allowed and you’re lifting on a platform or with bumper plates) due to less eccentric loading upon your spinal erectors. However, for multiple repetitions you should try to lower the weight under control while not overly fatiguing the erectors.",https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Hamstrings.jpg,ok
Hamstrings,https://www.muscleandstrength.com/exercises/hamstrings,Plate Resisted Glute Ham Raise ,https://www.muscleandstrength.com/exercises/plate-resisted-glute-ham-raise,The plate resisted glute ham raise is a variation of the glute ham raise and an exercise used to strengthen the muscles of the hamstrings. Holding onto the plate increases the difficulty of the exercise by adding load to what is typically a bodyweight only exercise. Glute ham raises are a great alternative to the leg curl and an exercise that can help improve deadlift and squat strength.,The plate resisted glute ham raise is a variation of the glute ham raise and an exercise used to strengthen the muscles of the hamstrings. Holding onto the plate increases the difficulty of the exercise by adding load to what is typically a bodyweight only exercise. Glute ham raises are a great alternative to the leg curl and an exercise that can help improve deadlift and squat strength.,Pull (Bilateral),Isolation,Other,Advanced,Hamstrings,"Abs, Calves, Glutes","Set up in a GHD with your knees bent, hips extended, and torso upright. || Hold a plate at your chest as you straighten your legs while keeping your hips extended. || Continue until your body is in a straight line and parallel to the floor. || Pull yourself back to the starting position using your hamstrings. || Repeat for the desired number of repetitions. || You should feel this primarily through your glutes and hamstrings. If you’re getting a lower back pump then odds are, you’re dealing with a core/pelvis stability issue. If you find that you struggle with keeping a neutral spine then you can regress to something such as valslide leg curls or eccentric only GHRs. || If you find that you struggle with keeping a neutral spine then you can regress to something such as valslide leg curls or eccentric only GHRs. || Razor curls are typically used as a progression to GHRs so if you struggle to complete normal GHRs then you can use this variation which shortens the lever arm. || You can also use a dumbbell or kettlebell if you don’t have access to plates for whatever reason. || Refrain from locking out your knees at the bottom of the movement to keep tension through your hamstrings. || If desired you can take the hips into flexion in the bottom portion of the movement as this will help to enhance glute activation. However, this also increases the complexity of the movement and many folks will extend through the lumbar spine rather than the hips, thus putting themselves in a poor position to complete the GHR efficiently.",https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Hamstrings.jpg,ok
